country,city,city_country,mean_pm10_ug_per_m3,year,mean_pm2.5_ug_per_m3,year2
Canada,DORSET,"DORSET, Canada",8,2013,5,2013
Canada,ELK ISLAND,"ELK ISLAND, Canada",8,2013,5,2013
Canada,FERME NEUVE,"FERME NEUVE, Canada",8,2013,5,2013
Canada,GRAND FALLS - WINDSOR,"GRAND FALLS - WINDSOR, Canada",8,2013,5,2013
Canada,LA DORE,"LA DORE, Canada",8,2013,5,2013
Canada,LA PATRIE,"LA PATRIE, Canada",8,2013,5,2013
Canada,LA PECHE,"LA PECHE, Canada",8,2013,5,2013
Canada,NORTH BAY,"NORTH BAY, Canada",8,2013,5,2013
Canada,NOTRE-DAME-DU-ROSAIRE,"NOTRE-DAME-DU-ROSAIRE, Canada",8,2013,5,2013
Canada,PETAWAWA,"PETAWAWA, Canada",8,2013,5,2013
Canada,SAINT-FAUSTIN-LAC-CARRE,"SAINT-FAUSTIN-LAC-CARRE, Canada",8,2013,5,2013
Canada,SENNETERRE,"SENNETERRE, Canada",8,2013,5,2013
Canada,ST. JOHN'S,"ST. JOHN'S, Canada",8,2013,5,2013
Canada,STUKELY-SUD,"STUKELY-SUD, Canada",8,2013,5,2013
Canada,WEST VANCOUVER,"WEST VANCOUVER, Canada",8,2013,5,2013
Canada,SAINT JOHN,"SAINT JOHN, Canada",8,2013,6,2013
Canada,CAROLINE,"CAROLINE, Canada",7,2013,4,2013
Canada,FREDERICTON,"FREDERICTON, Canada",7,2013,4,2013
Canada,LAC-EDOUARD,"LAC-EDOUARD, Canada",7,2013,4,2013
Canada,ST-HILAIRE-DE-DORSET,"ST-HILAIRE-DE-DORSET, Canada",7,2013,4,2013
Canada,POWELL RIVER,"POWELL RIVER, Canada",7,2013,3,2013
Canada,AUCLAIR,"AUCLAIR, Canada",5,2013,3,2013
Canada,NORMAN WELLS,"NORMAN WELLS, Canada",5,2013,3,2013
Chile,Coyhaique,"Coyhaique, Chile",75,2014,63,2014
Chile,Rancagua,"Rancagua, Chile",75,2014,29,2014
Chile,Andacollo,"Andacollo, Chile",66,2014,30,2014
Chile,Santiago,"Santiago, Chile",64,2014,28,2014
Chile,Padre las Casas,"Padre las Casas, Chile",63,2014,34,2014
Chile,Osorno,"Osorno, Chile",53,2014,34,2014
Chile,Curico,"Curico, Chile",50,2014,27,2014
Chile,Temuco,"Temuco, Chile",50,2014,31,2014
Chile,Talca,"Talca, Chile",49,2014,25,2014
Chile,Rengo,"Rengo, Chile",49,2014,22,2014
Chile,Copiapó,"Copiapó, Chile",47,2014,19,2014
Chile,Valdivia,"Valdivia, Chile",46,2014,28,2014
Chile,San Fernando,"San Fernando, Chile",42,2014,19,2014
Chile,Maule,"Maule, Chile",41,2014,21,2014
Chile,Talagante,"Talagante, Chile",40,2014,19,2014
Chile,Quilpué,"Quilpué, Chile",39,2014,17,2014
Chile,Antofagasta,"Antofagasta, Chile",39,2014,12,2014
Chile,Valparaíso,"Valparaíso, Chile",34,2014,15,2014
Chile,Vina del Mar,"Vina del Mar, Chile",33,2014,12,2014
Chile,Arica,"Arica, Chile",32,2014,15,2014
Chile,Coquimbo,"Coquimbo, Chile",31,2014,14,2014
Chile,Huasco,"Huasco, Chile",24,2014,11,2014
Chile,Punta Arenas,"Punta Arenas, Chile",11,2014,5,2014
China,Shijiazhuang,"Shijiazhuang, China",305,2013,120,2014
China,Jinan,"Jinan, China",199,2013,51,2014
China,Xingtai,"Xingtai, China",193,2014,128,2014
China,Baoding,"Baoding, China",190,2014,126,2014
China,Xi'an,"Xi'an, China",189,2013,69,2014
China,Zhengzhou,"Zhengzhou, China",171,2013,85,2014
China,Handan,"Handan, China",168,2014,111,2014
China,Xining,"Xining, China",163,2013,61,2014
China,Hengshui,"Hengshui, China",160,2014,106,2014
China,Taiyuan,"Taiyuan, China",157,2013,67,2014
China,Tangshan,"Tangshan, China",153,2014,101,2014
China,Lanzhou,"Lanzhou, China",153,2013,58,2014
China,Chengdu,"Chengdu, China",150,2013,71,2014
China,Tianjin,"Tianjin, China",150,2013,87,2014
China,Hohhot,"Hohhot, China",146,2013,42,2014
China,Urumqi,"Urumqi, China",146,2013,64,2014
China,Langfang,"Langfang, China",144,2014,95,2014
China,Nanjing,"Nanjing, China",137,2013,72,2014
China,Cangzhou,"Cangzhou, China",133,2014,88,2014
China,Changchun,"Changchun, China",130,2013,63,2014
China,Shenyang,"Shenyang, China",129,2013,71,2014
China,Wuhan,"Wuhan, China",124,2013,79,2014
China,Anyang,"Anyang, China",119,2014,79,2014
China,Harbin,"Harbin, China",119,2013,71,2014
China,Yinchuan,"Yinchuan, China",118,2013,47,2014
China,Shouguang,"Shouguang, China",116,2014,77,2014
China,Nanchang,"Nanchang, China",116,2013,48,2014
China,Hefei,"Hefei, China",115,2013,78,2014
China,Jingzhou,"Jingzhou, China",112,2014,74,2014
China,Huzhou,"Huzhou, China",111,2013,62,2014
China,Beijing,"Beijing, China",108,2013,85,2014
China,Chongqing,"Chongqing, China",106,2013,61,2014
China,Hangzhou,"Hangzhou, China",106,2013,60,2014
China,Qingdao,"Qingdao, China",106,2013,45,2014
China,Kaifeng,"Kaifeng, China",105,2014,70,2014
China,Yichang,"Yichang, China",105,2014,70,2014
China,Yangquan,"Yangquan, China",105,2014,69,2014
China,Pingdingshan,"Pingdingshan, China",105,2014,69,2014
China,Xiangtan,"Xiangtan, China",105,2014,69,2014
China,Shaoxing,"Shaoxing, China",105,2013,64,2014
China,Zhuzhou,"Zhuzhou, China",104,2014,69,2014
China,Laiwu,"Laiwu, China",103,2014,68,2014
China,Jiaozuo,"Jiaozuo, China",102,2014,68,2014
China,Jiangyin,"Jiangyin, China",102,2014,67,2014
China,Suqian,"Suqian, China",101,2014,67,2014
China,Weinan,"Weinan, China",101,2014,67,2014
China,Changzhi,"Changzhi, China",101,2014,67,2014
China,Wuxi,"Wuxi, China",100,2014,66,2014
China,Xuzhou,"Xuzhou, China",100,2014,66,2014
China,Zhenjiang,"Zhenjiang, China",99,2014,65,2014
China,Jinhua,"Jinhua, China",99,2013,63,2014
China,Changzhou,"Changzhou, China",98,2014,65,2014
China,Xianyang,"Xianyang, China",98,2014,65,2014
China,Liuzhou,"Liuzhou, China",98,2014,65,2014
China,Anshan,"Anshan, China",98,2014,65,2014
China,Huai'an,"Huai'an, China",98,2014,65,2014
China,Baoji,"Baoji, China",97,2014,64,2014
China,Jurong,"Jurong, China",97,2014,64,2014
China,Yangzhou,"Yangzhou, China",97,2014,64,2014
China,Zigong,"Zigong, China",96,2014,64,2014
China,Suzhou,"Suzhou, China",96,2014,64,2014
China,Tongchuan,"Tongchuan, China",96,2014,64,2014
China,Sanmenxia,"Sanmenxia, China",96,2014,63,2014
China,Liaocheng,"Liaocheng, China",95,2014,63,2014
China,Changsha,"Changsha, China",94,2013,73,2014
China,Jiaxing,"Jiaxing, China",94,2013,56,2014
China,Quzhou,"Quzhou, China",94,2013,57,2014
China,Wenzhou,"Wenzhou, China",94,2013,45,2014
China,Linfen,"Linfen, China",93,2014,62,2014
China,Wuhu,"Wuhu, China",92,2014,61,2014
China,Lianyungang,"Lianyungang, China",91,2014,60,2014
China,Heze,"Heze, China",90,2014,60,2014
China,Qinhuangdao,"Qinhuangdao, China",90,2014,60,2014
China,Zhangjiagang,"Zhangjiagang, China",90,2014,60,2014
China,Nantong,"Nantong, China",90,2014,59,2014
China,Nanning,"Nanning, China",90,2013,47,2014
China,Fuyang,"Fuyang, China",89,2014,59,2014
China,Dezhou,"Dezhou, China",89,2014,59,2014
China,Wafangdian,"Wafangdian, China",88,2014,58,2014
China,Yiwu,"Yiwu, China",88,2014,58,2014
China,Zhuji,"Zhuji, China",88,2014,58,2014
China,Pingdu,"Pingdu, China",87,2014,58,2014
China,Korla,"Korla, China",87,2014,57,2014
China,Lin'an,"Lin'an, China",86,2014,57,2014
China,Maanshan,"Maanshan, China",86,2014,57,2014
China,Yancheng,"Yancheng, China",86,2014,57,2014
China,Nanchong,"Nanchong, China",86,2014,57,2014
China,Ningbo,"Ningbo, China",86,2013,45,2014
China,Guiyang,"Guiyang, China",85,2013,48,2014
China,Zhaoqing,"Zhaoqing, China",85,2013,55,2014
China,Panjin,"Panjin, China",84,2014,56,2014
China,Wujiang,"Wujiang, China",84,2014,56,2014
China,Luoyang,"Luoyang, China",84,2014,56,2014
China,Dalian,"Dalian, China",84,2014,56,2014
China,Laizhou,"Laizhou, China",84,2014,56,2014
China,Shanghai,"Shanghai, China",84,2013,51,2014
China,Huludao,"Huludao, China",83,2014,55,2014
China,Laixi,"Laixi, China",83,2014,55,2014
China,Linyi,"Linyi, China",83,2014,55,2014
China,Jinzhou,"Jinzhou, China",83,2014,55,2014
China,Taian,"Taian, China",83,2014,55,2014
China,Guilin,"Guilin, China",83,2014,55,2014
China,Foshan,"Foshan, China",83,2013,44,2014
China,Taicang,"Taicang, China",82,2014,54,2014
China,Zhaoyuan,"Zhaoyuan, China",82,2014,54,2014
China,Zibo,"Zibo, China",82,2014,54,2014
China,Kunming,"Kunming, China",82,2013,33,2014
China,Taizhou,"Taizhou, China",82,2013,61,2014
China,Jining,"Jining, China",81,2014,54,2014
China,Yixing,"Yixing, China",81,2014,54,2014
China,Dongying,"Dongying, China",81,2014,53,2014
China,Benxi,"Benxi, China",80,2014,53,2014
China,Chengde,"Chengde, China",80,2014,53,2014
China,Binzhou,"Binzhou, China",79,2014,53,2014
China,Fushun,"Fushun, China",79,2014,53,2014
China,Changde,"Changde, China",79,2014,52,2014
China,Jiaonan,"Jiaonan, China",79,2014,52,2014
China,Jiaozhou,"Jiaozhou, China",79,2014,52,2014
China,Liyang,"Liyang, China",78,2014,52,2014
China,Yibin,"Yibin, China",77,2014,51,2014
China,Jiangmen,"Jiangmen, China",77,2013,42,2014
China,Baotou,"Baotou, China",76,2014,51,2014
China,Haimen,"Haimen, China",76,2014,51,2014
China,Jimo,"Jimo, China",76,2014,51,2014
China,Jilin,"Jilin, China",76,2014,50,2014
China,Mudanjiang,"Mudanjiang, China",75,2014,49,2014
China,Luzhou,"Luzhou, China",75,2014,49,2014
China,Zunyi,"Zunyi, China",74,2014,49,2014
China,Changshu,"Changshu, China",73,2014,49,2014
China,Dandong,"Dandong, China",73,2014,48,2014
China,Weifang,"Weifang, China",73,2014,48,2014
China,Yueyang,"Yueyang, China",73,2014,48,2014
China,Shaoguan,"Shaoguan, China",73,2014,48,2014
China,Yan'an,"Yan'an, China",72,2014,48,2014
China,Zaozhuang,"Zaozhuang, China",72,2014,48,2014
China,Jintan,"Jintan, China",72,2014,48,2014
China,Rushan,"Rushan, China",72,2014,48,2014
China,Guangzhou,"Guangzhou, China",72,2013,47,2014
China,Zhangqiu,"Zhangqiu, China",70,2014,47,2014
China,Zhangjiajie,"Zhangjiajie, China",70,2014,46,2014
China,Wendeng,"Wendeng, China",69,2014,46,2014
China,Lishui,"Lishui, China",69,2013,43,2014
China,Kunshan,"Kunshan, China",68,2014,45,2014
China,Penglai,"Penglai, China",68,2014,45,2014
China,Deyang,"Deyang, China",67,2014,45,2014
China,Mianyang,"Mianyang, China",66,2014,43,2014
China,Zhongshan,"Zhongshan, China",66,2013,37,2014
China,Chaozhou,"Chaozhou, China",65,2014,43,2014
China,Dongguan,"Dongguan, China",65,2013,43,2014
China,Fuzhou,"Fuzhou, China",64,2013,31,2014
China,Lhasa,"Lhasa, China",64,2013,24,2014
China,Datong,"Datong, China",63,2014,42,2014
China,Qingyuan,"Qingyuan, China",62,2014,41,2014
China,Shizuishan,"Shizuishan, China",62,2014,41,2014
China,Xiamen,"Xiamen, China",62,2013,36,2014
China,Shenzhen,"Shenzhen, China",61,2013,33,2014
China,Yingkou,"Yingkou, China",60,2014,40,2014
China,Chifeng,"Chifeng, China",60,2014,40,2014
China,Heyuan,"Heyuan, China",60,2014,40,2014
China,Jiujiang,"Jiujiang, China",60,2014,40,2014
China,Beihai,"Beihai, China",59,2014,39,2014
China,Jieyang,"Jieyang, China",59,2014,39,2014
China,Huizhou,"Huizhou, China",59,2013,34,2014
China,Zhuhai,"Zhuhai, China",59,2013,34,2014
China,Zhoushan,"Zhoushan, China",58,2013,29,2014
China,Rongcheng,"Rongcheng, China",57,2014,38,2014
China,Shantou,"Shantou, China",57,2014,38,2014
China,Rizhao,"Rizhao, China",56,2014,37,2014
China,Daqing,"Daqing, China",54,2014,35,2014
China,Qiqihar,"Qiqihar, China",52,2014,34,2014
China,Meizhou,"Meizhou, China",51,2014,34,2014
China,Zhangjiakou,"Zhangjiakou, China",51,2014,34,2014
China,Nantou,"Nantou, China",50,2014,33,2014
China,Karamay,"Karamay, China",50,2014,33,2014
China,Hong Kong,"Hong Kong, China",49,2013,29,2014
China,Maoming,"Maoming, China",48,2014,32,2014
China,Jinchang,"Jinchang, China",48,2014,32,2014
China,Kinmen,"Kinmen, China",48,2014,32,2014
China,Panzhihua,"Panzhihua, China",47,2014,31,2014
China,Changhua,"Changhua, China",47,2014,31,2014
China,Yangjiang,"Yangjiang, China",47,2014,31,2014
China,Quanzhou,"Quanzhou, China",47,2014,31,2014
China,Qujing,"Qujing, China",47,2014,31,2014
China,Yunfu,"Yunfu, China",47,2014,31,2014
China,Haikou,"Haikou, China",47,2013,22,2014
China,Jiayuguan,"Jiayuguan, China",46,2014,31,2014
China,Yunlin,"Yunlin, China",46,2014,30,2014
China,Chiayi,"Chiayi, China",46,2014,30,2014
China,Yantai,"Yantai, China",46,2014,30,2014
China,Yuxi,"Yuxi, China",45,2014,30,2014
China,Kaohsiung,"Kaohsiung, China",45,2014,30,2014
China,Weihai,"Weihai, China",45,2014,30,2014
China,Tainan,"Tainan, China",44,2014,29,2014
China,Taichung,"Taichung, China",43,2014,29,2014
China,Eerduosi,"Eerduosi, China",41,2014,27,2014
China,Shanwei,"Shanwei, China",40,2014,27,2014
China,Lienchiang,"Lienchiang, China",39,2014,26,2014
China,Zhanjiang,"Zhanjiang, China",38,2014,25,2014
China,Miaoli,"Miaoli, China",37,2014,24,2014
China,Taoyuan,"Taoyuan, China",35,2014,23,2014
China,Pingtung,"Pingtung, China",33,2014,22,2014
China,New Taipei,"New Taipei, China",33,2014,22,2014
China,Hsinchu,"Hsinchu, China",32,2014,21,2014
China,Keelung,"Keelung, China",30,2014,20,2014
China,Taipei,"Taipei, China",28,2014,18,2014
China,Penghu,"Penghu, China",24,2014,16,2014
China,Yilan,"Yilan, China",24,2014,16,2014
China,Sanya,"Sanya, China",22,2014,15,2014
China,Hualien,"Hualien, China",18,2014,12,2014
China,Taitung,"Taitung, China",15,2014,10,2014
Colombia,Bogotá,"Bogotá, Colombia",51,2014,24,2014
Colombia,Itagüí,"Itagüí, Colombia",50,2014,28,2014
Colombia,Caldas,"Caldas, Colombia",49,2014,24,2014
Colombia,Ciénaga,"Ciénaga, Colombia",48,2014,21,2014
Colombia,Bucaramanga,"Bucaramanga, Colombia",46,2014,20,2014
Colombia,La Estrella,"La Estrella, Colombia",46,2014,41,2014
Colombia,Girardota,"Girardota, Colombia",45,2014,21,2014
Colombia,Medellin,"Medellin, Colombia",45,2014,26,2014
Colombia,Bello,"Bello, Colombia",42,2014,18,2014
Colombia,Sabaneta,"Sabaneta, Colombia",42,2014,18,2014
Colombia,Cali,"Cali, Colombia",41,2014,17,2014
Colombia,Santa Marta,"Santa Marta, Colombia",35,2014,15,2014
Colombia,Valledupar,"Valledupar, Colombia",35,2014,15,2014
Colombia,Copacabana,"Copacabana, Colombia",35,2014,15,2014
Colombia,Barbosa,"Barbosa, Colombia",31,2014,13,2014
Colombia,Manizales,"Manizales, Colombia",26,2014,18,2014
Colombia,Armenia,"Armenia, Colombia",25,2014,11,2014
Colombia,Pasto,"Pasto, Colombia",18,2014,9,2014
Costa Rica,Heredia,"Heredia, Costa Rica",47,2013,29,2013
Costa Rica,Belén,"Belén, Costa Rica",31,2013,30,2013
Costa Rica,Alajuela,"Alajuela, Costa Rica",28,2013,19,2013
Costa Rica,Cartago,"Cartago, Costa Rica",27,2013,19,2013
Costa Rica,San José,"San José, Costa Rica",27,2013,24,2013
Costa Rica,Santa Ana,"Santa Ana, Costa Rica",23,2013,16,2013
Costa Rica,Moravia,"Moravia, Costa Rica",19,2013,14,2013
Croatia,SISAK,"SISAK, Croatia",36,2013,22,2013
Croatia,ZAGREB,"ZAGREB, Croatia",35,2013,21,2013
Croatia,OSIJEK,"OSIJEK, Croatia",33,2013,20,2013
Croatia,KUTINA,"KUTINA, Croatia",31,2013,19,2013
Croatia,RIJEKA,"RIJEKA, Croatia",18,2013,11,2013
Cyprus,NICOSIA,"NICOSIA, Cyprus",47,2013,17,2013
Cyprus,LIMASSOL,"LIMASSOL, Cyprus",37,2013,17,2013
Cyprus,LARNAKA,"LARNAKA, Cyprus",36,2013,16,2013
Cyprus,PAFOS,"PAFOS, Cyprus",36,2013,16,2013
Cyprus,AYIA MARINA,"AYIA MARINA, Cyprus",26,2013,12,2013
Czech Republic,HAVIROV,"HAVIROV, Czech Republic",44,2013,33,2013
Czech Republic,CESKY TESIN,"CESKY TESIN, Czech Republic",44,2013,33,2013
Czech Republic,ORLOVA,"ORLOVA, Czech Republic",44,2013,32,2013
Czech Republic,KARVINA,"KARVINA, Czech Republic",43,2013,32,2013
Czech Republic,OSTRAVA,"OSTRAVA, Czech Republic",41,2013,32,2013
Czech Republic,FRYDEK-MISTEK,"FRYDEK-MISTEK, Czech Republic",38,2013,28,2013
Czech Republic,TRINEC,"TRINEC, Czech Republic",34,2013,30,2013
Czech Republic,OLOMOUC-HEJCIN,"OLOMOUC-HEJCIN, Czech Republic",33,2013,24,2013
Czech Republic,OPAVA,"OPAVA, Czech Republic",32,2013,24,2013
Czech Republic,UHERSKE HRADISTE,"UHERSKE HRADISTE, Czech Republic",32,2013,24,2013
Czech Republic,MOST,"MOST, Czech Republic",31,2013,21,2013
Czech Republic,PROSTEJOV,"PROSTEJOV, Czech Republic",31,2013,23,2013
Czech Republic,PREROV,"PREROV, Czech Republic",30,2013,23,2013
Czech Republic,TABOR,"TABOR, Czech Republic",30,2013,22,2013
Czech Republic,DECIN,"DECIN, Czech Republic",29,2013,22,2013
Czech Republic,KLADNO,"KLADNO, Czech Republic",29,2013,12,2013
Czech Republic,ZLIN,"ZLIN, Czech Republic",28,2013,21,2013
Czech Republic,VSETIN,"VSETIN, Czech Republic",27,2013,20,2013
Czech Republic,PARDUBICE,"PARDUBICE, Czech Republic",27,2013,22,2013
Czech Republic,USTI NAD LABEM,"USTI NAD LABEM, Czech Republic",27,2013,18,2013
Czech Republic,VODNANY,"VODNANY, Czech Republic",27,2013,20,2013
Czech Republic,BEROUN,"BEROUN, Czech Republic",27,2013,12,2013
Czech Republic,STANKOV,"STANKOV, Czech Republic",27,2013,20,2013
Czech Republic,LITOMERICE,"LITOMERICE, Czech Republic",26,2013,20,2013
Czech Republic,PRAGUE,"PRAGUE, Czech Republic",26,2013,18,2013
Czech Republic,TEPLICE,"TEPLICE, Czech Republic",26,2013,19,2013
Czech Republic,HRADEC KRALOVE,"HRADEC KRALOVE, Czech Republic",26,2013,21,2013
Czech Republic,MLADA BOLESLAV,"MLADA BOLESLAV, Czech Republic",25,2013,19,2013
Czech Republic,KARLOVY VARY,"KARLOVY VARY, Czech Republic",25,2013,18,2013
Czech Republic,BRNO,"BRNO, Czech Republic",25,2013,19,2013
Czech Republic,BRANDYS,"BRANDYS, Czech Republic",25,2013,18,2013
Czech Republic,LIBEREC,"LIBEREC, Czech Republic",25,2013,21,2013
Czech Republic,CHOMUTOV,"CHOMUTOV, Czech Republic",24,2013,18,2013
Czech Republic,PLZEN,"PLZEN, Czech Republic",24,2013,21,2013
Czech Republic,RYCHNOV N. KNEZNOU,"RYCHNOV N. KNEZNOU, Czech Republic",24,2013,17,2013
Czech Republic,KUTNA HORA,"KUTNA HORA, Czech Republic",23,2013,17,2013
Czech Republic,VYSKOV,"VYSKOV, Czech Republic",23,2013,17,2013
Czech Republic,PRIBRAM,"PRIBRAM, Czech Republic",23,2013,17,2013
Czech Republic,TANVALD,"TANVALD, Czech Republic",23,2013,17,2013
Czech Republic,CESKA LIPA,"CESKA LIPA, Czech Republic",23,2013,17,2013
Czech Republic,ZNOJMO,"ZNOJMO, Czech Republic",23,2013,19,2013
Czech Republic,CESKE BUDEJOVICE,"CESKE BUDEJOVICE, Czech Republic",22,2013,18,2013
Czech Republic,Jicín,"Jicín, Czech Republic",22,2013,17,2013
Czech Republic,TRUTNOV,"TRUTNOV, Czech Republic",22,2013,16,2013
Czech Republic,TREBIC,"TREBIC, Czech Republic",22,2013,16,2013
Czech Republic,JABLONEC,"JABLONEC, Czech Republic",21,2013,16,2013
Czech Republic,JIHLAVA,"JIHLAVA, Czech Republic",20,2013,16,2013
Czech Republic,CHEB,"CHEB, Czech Republic",18,2013,13,2013
Czech Republic,SOKOLOV,"SOKOLOV, Czech Republic",17,2013,13,2013
Denmark,COPENHAGEN,"COPENHAGEN, Denmark",26,2013,11,2013
Denmark,AALBORG,"AALBORG, Denmark",23,2013,11,2013
Denmark,ODENSE,"ODENSE, Denmark",22,2013,10,2013
Denmark,ARHUS,"ARHUS, Denmark",20,2013,10,2013
Denmark,KELDSNOR,"KELDSNOR, Denmark",15,2013,7,2013
Ecuador,Santo Domingo,"Santo Domingo, Ecuador",68,2012,33,2012
Ecuador,Milagro,"Milagro, Ecuador",66,2012,31,2012
Ecuador,Quito,"Quito, Ecuador",36,2013,18,2013
Ecuador,Cuenca,"Cuenca, Ecuador",32,2013,9,2013
Ecuador,Latacunga,"Latacunga, Ecuador",28,2012,13,2012
Ecuador,Manta,"Manta, Ecuador",27,2012,13,2012
Ecuador,Portoviejo,"Portoviejo, Ecuador",24,2012,11,2012
Ecuador,Ambato,"Ambato, Ecuador",19,2012,9,2012
Ecuador,Ibarra,"Ibarra, Ecuador",18,2012,8,2012
Egypt,Greater Cairo,"Greater Cairo, Egypt",179,2013,75,2013
Egypt,Delta region,"Delta region, Egypt",167,2013,70,2013
El Salvador,San Salvador,"San Salvador, El Salvador",77,2014,41,2014
Estonia,TARTU,"TARTU, Estonia",17,2013,8,2013
Estonia,KOHTLA-JARVE,"KOHTLA-JARVE, Estonia",16,2013,6,2013
Estonia,NARVA,"NARVA, Estonia",14,2013,7,2013
Estonia,TALLINN,"TALLINN, Estonia",13,2013,8,2013
Finland,Helsinki,"Helsinki, Finland",19,2014,8,2014
Finland,Tampere,"Tampere, Finland",18,2014,9,2014
Finland,Vantaa,"Vantaa, Finland",16,2014,8,2014
Finland,Lappeenranta,"Lappeenranta, Finland",16,2014,8,2014
Finland,Hyvinkää,"Hyvinkää, Finland",15,2014,8,2014
Finland,Pietarsaari,"Pietarsaari, Finland",15,2014,7,2014
Finland,Kuopio,"Kuopio, Finland",15,2014,5,2014
Finland,Lahti,"Lahti, Finland",15,2014,7,2014
Finland,Kotka,"Kotka, Finland",15,2014,7,2014
Finland,Turku,"Turku, Finland",14,2014,7,2014
Finland,Kouvola,"Kouvola, Finland",14,2014,7,2014
Finland,Vaasa,"Vaasa, Finland",14,2014,6,2014
Finland,Mikkeli,"Mikkeli, Finland",13,2014,7,2014
Finland,Oulu,"Oulu, Finland",13,2014,7,2014
Finland,Pori,"Pori, Finland",13,2014,6,2014
Finland,Imatra,"Imatra, Finland",13,2014,6,2014
Finland,Kajaani,"Kajaani, Finland",12,2014,6,2014
Finland,Virolahti,"Virolahti, Finland",12,2014,7,2014
Finland,Valkeakoski,"Valkeakoski, Finland",12,2014,6,2014
Finland,Jyväskylä,"Jyväskylä, Finland",12,2014,6,2014
Finland,Harjavalta,"Harjavalta, Finland",12,2014,7,2014
Finland,Lohja,"Lohja, Finland",11,2014,6,2014
Finland,Raahe,"Raahe, Finland",9,2014,4,2014
Finland,Muonio,"Muonio, Finland",4,2014,2,2014
France,PANTIN,"PANTIN, France",36,2014,22,2014
France,CAYENNE,"CAYENNE, France",33,2014,15,2014
France,FORT-DE-FRANCE,"FORT-DE-FRANCE, France",33,2014,10,2014
France,COULOMMIERS,"COULOMMIERS, France",31,2014,19,2014
France,LE ROBERT,"LE ROBERT, France",31,2014,19,2014
France,LA MULATIERE,"LA MULATIERE, France",30,2014,17,2014
France,VILLEURBANNE,"VILLEURBANNE, France",29,2014,18,2014
France,GARDANNE,"GARDANNE, France",29,2014,14,2014
France,PASSY,"PASSY, France",29,2014,18,2014
France,SCHOELCHER,"SCHOELCHER, France",29,2014,18,2014
France,MARSEILLE,"MARSEILLE, France",28,2014,16,2014
France,NICE,"NICE, France",28,2014,13,2014
France,ECHIROLLES,"ECHIROLLES, France",28,2014,15,2014
France,PARIS,"PARIS, France",27,2014,17,2014
France,ANGLET,"ANGLET, France",27,2014,16,2014
France,CONTES,"CONTES, France",27,2014,16,2014
France,GRANDE-SYNTHE,"GRANDE-SYNTHE, France",27,2014,16,2014
France,LE LAMENTIN,"LE LAMENTIN, France",27,2014,16,2014
France,MELUN,"MELUN, France",27,2014,17,2014
France,PEILLON,"PEILLON, France",27,2014,16,2014
France,ROUBAIX,"ROUBAIX, France",27,2014,20,2014
France,ANTIBES,"ANTIBES, France",26,2014,16,2014
France,ARLES,"ARLES, France",26,2014,16,2014
France,DIEPPE,"DIEPPE, France",26,2014,16,2014
France,CHATEAUNEUF-LES-MARTIGUES,"CHATEAUNEUF-LES-MARTIGUES, France",25,2014,15,2014
France,FLORANGE,"FLORANGE, France",25,2014,15,2014
France,FORBACH,"FORBACH, France",25,2014,16,2014
France,FOS-SUR-MER,"FOS-SUR-MER, France",25,2014,15,2014
France,LA LECHERE,"LA LECHERE, France",25,2014,15,2014
France,NEUVES-MAISONS,"NEUVES-MAISONS, France",25,2014,15,2014
France,SCHOENECK,"SCHOENECK, France",25,2014,15,2014
France,STRASBOURG,"STRASBOURG, France",25,2014,16,2014
France,CAPPELLE-LA-GRANDE,"CAPPELLE-LA-GRANDE, France",24,2014,15,2014
France,GRENOBLE,"GRENOBLE, France",24,2014,12,2014
France,LA ROCHELLE,"LA ROCHELLE, France",24,2014,10,2014
France,LE PONTET,"LE PONTET, France",24,2014,14,2014
France,MARIGNANE,"MARIGNANE, France",24,2014,14,2014
France,MIRAMAS,"MIRAMAS, France",24,2014,14,2014
France,NOGENT-SUR-OISE,"NOGENT-SUR-OISE, France",24,2014,14,2014
France,QUIMPER,"QUIMPER, France",24,2014,14,2014
France,SAINT-REMY-SUR-AVRE,"SAINT-REMY-SUR-AVRE, France",24,2014,14,2014
France,TOULON,"TOULON, France",24,2014,10,2014
France,TOURCOING,"TOURCOING, France",24,2014,14,2014
France,VIENNE,"VIENNE, France",24,2014,14,2014
France,SAINT-DENIS,"SAINT-DENIS, France",23,2014,15,2014
France,AIX-EN-PROVENCE,"AIX-EN-PROVENCE, France",23,2014,13,2014
France,AJACCIO,"AJACCIO, France",23,2014,10,2014
France,BASTIA,"BASTIA, France",23,2014,11,2014
France,BOULOGNE-SUR-MER,"BOULOGNE-SUR-MER, France",23,2014,14,2014
France,CAGNES-SUR-MER,"CAGNES-SUR-MER, France",23,2014,14,2014
France,DUNKERQUE,"DUNKERQUE, France",23,2014,16,2014
France,FEYZIN,"FEYZIN, France",23,2014,14,2014
France,NANCY,"NANCY, France",23,2014,13,2014
France,POINTE-A-PITRE,"POINTE-A-PITRE, France",23,2014,14,2014
France,RIEUX,"RIEUX, France",23,2014,14,2014
France,ROUSSILLON,"ROUSSILLON, France",23,2014,14,2014
France,SARROLA-CARCOPINO,"SARROLA-CARCOPINO, France",23,2014,14,2014
France,VALENCIENNES,"VALENCIENNES, France",23,2014,15,2014
France,ROUEN,"ROUEN, France",22,2014,13,2014
France,BELLEVILLE-SUR-MEUSE,"BELLEVILLE-SUR-MEUSE, France",22,2014,14,2014
